song_id,title,title_kana,brand_id,unit_id,original_members,song_type,tags,release_date,source,verified,notes
s_nationblue,Nation Blue,,cg,,,unit,,2013-09-25,Cool jewelries001,false,jewelries! 001(Cool曲)
s_jewelparade,ススメ☆オトメ 〜jewel parade〜,,cg,,,all,,2013-09-25,Cool jewelries001,false,jewelries! 001共通曲
s_orangesapphire,Orange Sapphire,,cg,,,unit,,2013-10-02,Passion jewelries001,false,jewelries! 001(Passion曲)
s_cg_1w3tio2,アタシポンコツアンドロイド,,cg,,,unit,,2013-10-09,Cute jewelries001,false,jewelries! 001(Cute曲)
s_cg_0gtbrdp,エヴリデイドリーム,,cg,,cg_mayu,solo,,2013-11-13,CINDERELLA MASTER 021,false,(ソロ)佐久間まゆ
s_cg_198ahav,小さな恋の密室事件,,cg,,cg_koume,solo,,2013-11-13,CINDERELLA MASTER 022,false,(ソロ)白坂小梅
s_cg_0d3woi7,風色メロディ,,cg,,cg_chieri,solo,,2013-11-13,CINDERELLA MASTER 023,false,(ソロ)緒方智絵里
s_yourestarsshineonme,You're stars shine on me,,cg,,cg_anastasia,solo,,2013-11-13,CINDERELLA MASTER 024,false,(ソロ)アナスタシア
s_cg_0hqddno,お散歩カメラ,,cg,,cg_aiko,solo,,2013-11-13,CINDERELLA MASTER 025,false,(ソロ)高森藍子
s_cg_0b67aly,毒茸伝説,,cg,,cg_shiki,solo,,2014-04-30,CINDERELLA MASTER 026,false,(ソロ)星輝子
s_2ndside,2nd SIDE,,cg,,cg_nao,solo,,2014-04-30,CINDERELLA MASTER 027,false,(ソロ)神谷奈緒
s_cg_1ukrk0t,薄荷 -ハッカ-,,cg,,cg_karen,solo,,2014-04-30,CINDERELLA MASTER 028,false,(ソロ)北条加蓮
s_hanakanzashi,花簪 HANAKANZASHI,,cg,,cg_sae,solo,,2014-04-30,CINDERELLA MASTER 029,false,(ソロ)小早川紗枝
s_cg_0w2h5yv,ミラクルテレパシー,,cg,,cg_yuko,solo,,2014-04-30,CINDERELLA MASTER 030,false,(ソロ)堀裕子
s_werethefriends,We're the friends!,,cg,,cg_rin;cg_fumika;cg_kaede;cg_nana;cg_chieri;cg_uzuki;cg_mio;cg_yuki;cg_aiko,unit,,2014-07-30,第3回総選挙CD,false,"(03選挙)凛,文香,楓,菜々,智絵里,卯月,未央,友紀,藍子"
s_cg_0673q2e,メッセージ,,cg,,cg_rin;cg_nana;cg_chieri;cg_uzuki;cg_mio,unit,,2014-07-30,第3回総選挙CD,false,"(03選挙)凛,菜々,智絵里,卯月,未央"
s_star,Star!!,,cg,,,unit,,2014-11-30,シンデレラ2nd,false,CINDERELLA PROJECT
s_cg_0yaps6z,オルゴールの小箱,,cg,,,unit,,2014-12-17,Cool jewelries002,false,jewelries! 002(Cool曲)
s_partynight,ゴキゲンParty Night,,cg,,,all,,2014-12-17,Cool jewelries002,false,jewelries! 002共通曲
s_cg_10fw229,絶対特権主張しますっ！,,cg,,,unit,,2014-12-24,Passion jewelries002,false,jewelries! 002(Passion曲)
s_cg_1p6mchp,パステルピンクな恋,,cg,,,unit,,2014-12-31,Cute jewelries002,false,jewelries! 002(Cute曲)
s_cg_1i23hie,夕映えプレゼント,,cg,,,unit,anime,2015-01-17,アニメ2話,false,CINDERELLA PROJECT
s_brightblue,Bright Blue,,cg,,cg_fumika,solo,,2015-02-04,CINDERELLA MASTER 031,false,(ソロ)鷺沢文香
s_cg_1goitzn,気持ちいいよね　一等賞！,,cg,,cg_yuki,solo,,2015-02-04,CINDERELLA MASTER 032,false,(ソロ)姫川友紀
s_cafeaulait,き・ま・ぐ・れ☆Cafe au lait!,,cg,,cg_frederica,solo,,2015-02-04,CINDERELLA MASTER 033,false,(ソロ)宮本フレデリカ
s_hotelmoonside,Hotel Moonside,,cg,,cg_kanade,solo,,2015-02-04,CINDERELLA MASTER 034,false,(ソロ)速水奏
s_cg_064xr4j,みんなのきもち,,cg,,cg_nina,solo,,2015-02-04,CINDERELLA MASTER 035,false,(ソロ)市原仁奈
s_memories,Memories,,cg,,,unit,anime,2015-02-14,アニメ6話,false,(UNIT)LOVE LAIKA
s_legne,-LEGNE- 仇なす剣 光の旋律,,cg,,,unit,anime,2015-03-07,アニメ8話,false,(UNIT)Rosenburg Engel
s_happy2days,Happy×2 Days,,cg,,,unit,anime,2015-03-14,アニメ9話,false,(UNIT)CANDY ISLAND
s_letsgohappy,LET'S GO HAPPY!!,,cg,,,unit,anime,2015-03-21,アニメ10話,false,(UNIT)凸レーション
s_ver,ØωØver!!,,cg,,,unit,anime,2015-03-28,アニメ11話,false,(UNIT)＊(Asterisk)
s_evorevogeneration,できたてEvo! Revo! Generation!,,cg,,cg_uzuki;cg_rin;cg_mio,unit,anime,2015-04-11,アニメ13話,false,(UNIT)new generations
s_goin,GOIN'!!!,,cg,,,unit,anime,2015-04-11,アニメ13話,false,CINDERELLA PROJECT
s_nocturne,Nocturne,,cg,,cg_kaede;cg_mizuki,unit,,2015-04-23,346Pro IDOL selection 1,false,"(-)高垣楓,川島瑞樹"
s_cg_0aeccqz,夢色ハーモニー,,cg,,,unit,anime,2015-07-18,アニメ14話,false,CINDERELLA PROJECT
s_shabonsong,shabon song,,cg,,cg_mika;cg_miho,unit,,2015-07-23,346Pro IDOL selection 2,false,"(-)城ヶ崎美嘉,小日向美穂"
s_shine,Shine!!,,cg,,,unit,anime,2015-07-25,アニメ15話,false,CINDERELLA PROJECT
s_absolutenine,Absolute NIne,,cg,,cg_kaede;cg_rin;cg_miku;cg_shiki2;cg_uzuki;cg_yumi;cg_mika,unit,,2015-07-29,第4回総選挙CD,false,"(04選挙)周子,楓,凛,みく,志希,卯月,夕美,美嘉,拓海"
s_cg_0vh2a4m,つぼみ,,cg,,cg_miku;cg_kaede;cg_yumi;cg_shiki2,unit,,2015-07-29,第4回総選挙CD,false,"(04選挙)周子,みく,楓,夕美,志希"
s_cg_118yoj6,とどけ！アイドル,,cg,,cg_uzuki;cg_rin;cg_mio;cg_anzu;cg_kirari,unit,,2015-08-05,AM 2nd01,false,"(-)卯月,凛,未央,杏,きらり"
s_cg_0iq0spl,私色ギフト,,cg,,,unit,anime,2015-08-08,アニメ17話,false,(UNIT)凸レーション with 城ヶ崎美嘉
s_heartvoice,Heart Voice,,cg,,,unit,anime,2015-08-15,アニメ18話,false,(UNIT)CANDY ISLAND with 輿水幸子
s_wondergoeson,Wonder goes on!!,,cg,,,unit,anime,2015-08-22,アニメ19話,false,(UNIT)＊(Asterisk) with なつなな
s_rockinemotion,Rockin' Emotion,,cg,,cg_natsuki,solo,anime,2015-08-22,アニメ19話,false,(ソロ)木村夏樹
s_cg_1qcd6c5,この空の下,,cg,,,unit,anime,2015-08-29,アニメ20話,false,(UNIT)LOVE LAIKA with Rosenburg Engel
s_cg_118gajq,青空エール,,cg,,cg_chieri;cg_mika,unit,,2015-09-12,CD青空エール,false,"(-)みりあ,智絵里,美嘉,珠美"
s_trancingpulse,Trancing Pulse,,cg,,,unit,anime,2015-09-12,アニメ22話,false,(UNIT)Triad Primus
s_nebulasky,Nebula Sky,,cg,,cg_anastasia,solo,anime,2015-09-12,アニメ22話,false,(ソロ)アナスタシア
s_cg_0nw7j2i,心もよう,,cg,,cg_uzuki;cg_rin;cg_mio,unit,anime,2015-09-19,アニメ23話,false,(UNIT)new generations
s_cg_1wjkcgu,あいくるしい,,cg,,cg_mayu;cg_sae,unit,,2015-09-25,346Pro IDOL selection 3,false,"(-)佐久間まゆ,小早川紗枝"
s_cg_0ucbqmc,流れ星キセキ,,cg,,cg_uzuki;cg_rin;cg_mio,unit,anime,2015-10-17,アニメ25話,false,(UNIT)new generations
s_mgic,M@GIC☆,,cg,,,unit,anime,2015-10-17,アニメ25話,false,CINDERELLA PROJECT
s_infact,in fact,,cg,,cg_arisu,solo,,2015-11-18,CINDERELLA MASTER 036,false,(ソロ)橘ありす
s_cantstop,Can't Stop!!,,cg,,cg_sanae,solo,,2015-11-18,CINDERELLA MASTER 037,false,(ソロ)片桐早苗
s_cg_072d3gu,秘密のトワレ,,cg,,cg_shiki2,solo,,2015-11-18,CINDERELLA MASTER 038,false,(ソロ)一ノ瀬志希
s_cg_0fpptws,青の一番星,,cg,,cg_syuko,solo,,2015-11-18,CINDERELLA MASTER 039,false,(ソロ)塩見周子
s_cg_1kyet7b,ラヴィアンローズ,,cg,,cg_touka,solo,,2015-11-18,CINDERELLA MASTER 040,false,(ソロ)櫻井桃華
s_snowwings,Snow Wings,,cg,,cg_uzuki;cg_rin;cg_mio;cg_yui,unit,,2015-12-18,デレステイベント,false,"(-)卯月,凛,未央,唯,春菜"
s_lunaticshow,Lunatic Show,,cg,,cg_shiki;cg_koume,unit,,2015-12-23,346Pro IDOL selection 4,false,"(-)星輝子,白坂小梅"
s_tulip,Tulip,,cg,,cg_syuko;cg_mika;cg_shiki2;cg_kanade;cg_nao,unit,,2016-01-31,デレステイベント,false,(UNIT)LiPPS
s_flipflop,Flip Flop,,cg,,cg_x035;cg_aiko,unit,,2016-02-25,346Pro IDOL selection 5,false,"(-)日野茜,高森藍子"
s_radiohappy,Radio Happy,,cg,,cg_yui,solo,,2016-03-02,CINDERELLA MASTER 041,false,(ソロ)大槻唯
s_cg_0oj0k5m,恋色エナジー,,cg,,cg_x026,solo,,2016-03-02,CINDERELLA MASTER 042,false,(ソロ)中野有香
s_cg_0vgoz86,共鳴世界の存在論,,cg,,cg_asuka,solo,,2016-03-02,CINDERELLA MASTER 043,false,(ソロ)二宮飛鳥
s_lilactime,lilac time,,cg,,cg_yumi,solo,,2016-03-02,CINDERELLA MASTER 044,false,(ソロ)相葉夕美
s_hamburg,恋のHamburg♪,,cg,,cg_kyoko,solo,,2016-03-02,CINDERELLA MASTER 045,false,(ソロ)五十嵐響子
s_story,STORY,,cg,,cg_uzuki;cg_mio;cg_rin;cg_nao;cg_karen,unit,,2016-03-30,AP OST,false,"(-)卯月,未央,凛,奈緒,加蓮"
s_days,はにかみdays,,cg,,cg_uzuki,solo,,2016-03-30,STARLIGHT MASTER 01,false,(ソロ)島村卯月
s_anemonestar,AnemoneStar,,cg,,cg_rin,solo,,2016-03-30,STARLIGHT MASTER 01,false,(ソロ)渋谷凛
s_cg_0xzx4dx,ハイファイ☆デイズ,,cg,,,unit,,2016-03-31,デレステイベント,false,(UNIT)L.M.B.G
s_cg_0r8nga1,生存本能ヴァルキュリア,,cg,,,unit,,2016-04-30,デレステイベント,false,(UNIT)アインフェリア
s_cg_0169r0r,ステップ！,,cg,,cg_mio,solo,,2016-05-18,STARLIGHT MASTER 02,false,(ソロ)本田未央
s_cg_0oj9r0h,ニャンと☆スペクタクル,,cg,,cg_miku,solo,,2016-05-18,STARLIGHT MASTER 02,false,(ソロ)前川みく
s_cg_1bz25vh,明日また会えるよね,,cg,,,unit,,2016-05-19,Cute jewelries003,false,jewelries! 003(Cute曲)
s_midnight,純情Midnight伝説,,cg,,,unit,,2016-05-31,デレステイベント,false,(UNIT)炎陣
s_neartoyou,Near to You,,cg,,,all,,2016-06-01,Cute jewelries003,false,jewelries! 003共通曲
s_cg_0lj2qeg,きみにいっぱい☆,,cg,,,unit,,2016-06-15,Passion jewelries003,false,jewelries! 003(Passion曲)
s_jewel,咲いてJewel,,cg,,,unit,,2016-06-20,Cool jewelries003,false,jewelries! 003(Cool曲)
s_superlove,SUPERLOVE☆,,cg,,cg_rika,solo,,2016-06-22,STARLIGHT MASTER 03,false,(ソロ)城ヶ崎莉嘉
s_nudie,NUDIE★,,cg,,cg_mika,solo,,2016-06-22,STARLIGHT MASTER 03,false,(ソロ)城ヶ崎美嘉
s_lovedestiny,Love∞Destiny,,cg,,,unit,,2016-06-30,デレステイベント,false,(UNIT)Masque:Rade
s_cg_1wu4ab8,空と風と恋のワルツ,,cg,,cg_miho,solo,,2016-07-27,STARLIGHT MASTER 04,false,(ソロ)小日向美穂
s_sparklinggirl,Sparkling Girl,,cg,,cg_riina,solo,,2016-07-27,STARLIGHT MASTER 04,false,(ソロ)多田李衣菜
s_cg_035irem,サマカニ！！,,cg,,,unit,,2016-07-31,デレステイベント,false,(UNIT)サマプリ
s_cg_1cjqsm5,おかしな国のおかし屋さん,,cg,,cg_kanako,solo,,2016-08-31,STARLIGHT MASTER 05,false,(ソロ)三村かな子
s_bloodyfesta,Bloody Festa,,cg,,cg_koume,solo,,2016-08-31,STARLIGHT MASTER 05,false,(ソロ)白坂小梅
s_beyondthestarlight,BEYOND THE STARLIGHT,,cg,,,unit,,2016-08-31,デレステイベント,false,(デレステ1周年)
s_cg_1epbex9,ラブレター,,cg,,,unit,,2016-09-20,デレステイベント,false,(UNIT)P.C.S
s_yespartytime,Yes! Party Time!!,,cg,,cg_uzuki;cg_rin;cg_mio;cg_nana,unit,,2016-10-13,VR,false,"(-)卯月,凛,未央,みりあ,菜々"
s_evermore,EVERMORE,,cg,,,unit,,2016-10-15,4thSSA1日目,false,(シンデレラガールズ5周年)
s_jettothefuture,Jet to the Future,,cg,,,unit,,2016-10-20,デレステイベント,false,(UNIT)Rock the Beat
s_cg_0cecaq8,青空リレーション,,cg,,cg_aiko,solo,,2016-10-26,STARLIGHT MASTER 06,false,(ソロ)高森藍子
s_pandemicalone,PANDEMIC ALONE,,cg,,cg_shiki,solo,,2016-10-26,STARLIGHT MASTER 06,false,(ソロ)星輝子
s_treasure,Treasure☆,,cg,,cg_uzuki;cg_rin;cg_mika;cg_mio;cg_riina,unit,,2016-10-31,デレラジ,false,"(-)卯月,凛,美嘉,未央,李衣菜"
s_takemetakeyou,Take me☆Take you,,cg,,cg_kaede;cg_miyu;cg_nono;cg_uzuki;cg_nana;cg_miku;cg_yoshino;cg_mio,unit,,2016-11-16,総選挙CD,false,"(05選挙)楓,美優,乃々,卯月,菜々,みく,芳乃,未央,心"
s_cg_0qnezje,キミのそばでずっと,,cg,,cg_uzuki;cg_kaede;cg_miyu;cg_nono;cg_yoshino,unit,,2016-11-16,総選挙CD,false,"(05選挙)卯月,楓,美優,乃々,芳乃"
s_cg_0v0xstd,にょわにょわーるど☆,,cg,,cg_kirari,solo,,2016-12-07,STARLIGHT MASTER 07,false,(ソロ)諸星きらり
s_cherrymerrycherry,cherry＊merry＊cherry,,cg,,cg_chieri,solo,,2016-12-07,STARLIGHT MASTER 07,false,(ソロ)緒方智絵里
s_cg_0kdh4ma,あんきら！？狂騒曲,,cg,,,unit,,2016-12-21,デレステイベント,false,(UNIT)HappyHappyTwin
s_cg_1reejoo,命燃やして恋せよ乙女,,cg,,,unit,,2016-12-31,デレステイベント,false,(UNIT)宵乙女
s_sweetwitchesnight6,Sweet Witches' Night 〜6人目はだぁれ〜,,cg,,,unit,,2017-01-31,デレステイベント,false,(UNIT)Sweetches
s_cg_1wirwk4,スローライフ・ファンタジー,,cg,,cg_anzu,solo,,2017-02-01,STARLIGHT MASTER 08,false,(ソロ)双葉杏
s_frozentears,Frozen Tears,,cg,,cg_karen,solo,,2017-02-01,STARLIGHT MASTER 08,false,(ソロ)北条加蓮
s_cg_0h9pdgv,情熱ファンファンファーレ,,cg,,,unit,,2017-02-17,デレステイベント,false,(UNIT)ポジティブパッション
s_cg_0jzdtok,桜の頃,,cg,,,unit,,2017-02-28,デレステイベント,false,(UNIT)春霞
s_cg_03j57t2,メルヘン∞メタモルフォーゼ！,,cg,,cg_nana,solo,,2017-03-01,STARLIGHT MASTER 09,false,(ソロ)安部菜々
s_cg_0dtly02,薄紅,,cg,,cg_sae,solo,,2017-03-01,STARLIGHT MASTER 09,false,(ソロ)小早川紗枝
s_running,追い風Running,,cg,,cg_x008,solo,,2017-03-15,CINDERELLA MASTER 046,false,(ソロ)乙倉悠貴
s_onelife,One Life,,cg,,cg_x038,solo,,2017-03-15,CINDERELLA MASTER 047,false,(ソロ)松永涼
s_cg_05fv9am,祈りの花,,cg,,cg_yoshino,solo,,2017-03-15,CINDERELLA MASTER 048,false,(ソロ)依田芳乃
s_nswer,∀NSWER,,cg,,,unit,,2017-03-21,デレステイベント,false,(UNIT)individuals
s_cg_0wpc2gk,キラッ！満開スマイル,,cg,,cg_uzuki;cg_miho;cg_mayu;cg_touka;cg_anzu,unit,,2017-04-04,しんげきで放映,false,"(しんげき1期)卯月,美穂,まゆ,桃華,杏"
s_cg_10nsv4m,たくさん！,,cg,,cg_anastasia,solo,,2017-04-19,STARLIGHT MASTER 10,false,(ソロ)アナスタシア
s_cg_0wo8ct4,ぴにゃこら太絵かき歌,,cg,,cg_uzuki,solo,,2017-04-26,しんげきCD,false,(ソロ)島村卯月
s_nothingbutyou,Nothing but You,,cg,,,unit,,2017-04-30,デレステイベント,false,(UNIT)NEX-US
s_cg_11he9on,エチュードは1曲だけ,,cg,,cg_rin;cg_nao;cg_ranko;cg_miyu,unit,,2017-05-02,しんげきで放映,false,"(しんげき1期)凛,春菜,奈緒,蘭子,美優"
s_cg_0uuzb14,モーレツ★世直しギルティ！,,cg,,,unit,,2017-05-19,デレステイベント,false,(UNIT)セクシーギルティ
s_neobeautifulpain,Neo Beautiful Pain,,cg,,cg_nao,solo,,2017-05-31,STARLIGHT MASTER 11,false,(ソロ)神谷奈緒
s_withlove,With Love,,cg,,,unit,,2017-05-31,デレステイベント,false,(UNIT)Love Yell
s_sunflower,SUN♡FLOWER,,cg,,cg_mio;cg_sanae;cg_mika;cg_kirari,unit,,2017-06-06,しんげきで放映,false,"(しんげき1期)未央,早苗,心,美嘉,きらり"
s_cg_17b4fmr,きらりんロボのテーマ,,cg,,cg_kirari,solo,,2017-06-13,しんげき1期11話,false,(ソロ)諸星きらり
s_cg_0a67wta,リトルリドル,,cg,,,unit,,2017-06-30,デレステイベント,false,(UNIT)LittlePOPS
s_kawaiimakemyday,Kawaii make MY day!,,cg,,,unit,,2017-07-20,デレステイベント,false,(UNIT)メロウ・イエロー
s_cg_0p0di4j,マイ・スイート・ハネムーン,,cg,,cg_mayu,solo,,2017-08-09,STARLIGHT MASTER 12,false,(ソロ)佐久間まゆ
s_cg_15ddkbg,銀のイルカと熱い風,,cg,,cg_yui;cg_chieri,unit,,2017-08-09,SEASONS SUMMER,false,"(S夏)唯,智絵里,美波"
s_cg_16op5vz,とんでいっちゃいたいの,,cg,,cg_shiki2;cg_kanako;cg_frederica,unit,,2017-08-09,SEASONS SUMMER,false,"(S夏)志希,かな子,フレデリカ"
s_natsukoi,夏恋 -NATSU KOI-,,cg,,cg_arisu;sm_ryo,unit,,2017-08-09,SEASONS SUMMER,false,"(S夏)周子,ありす,涼"
s_cocoholiday,CoCo夏夏夏 Holiday,,cg,,cg_airi,unit,,2017-08-09,SEASONS SUMMER,false,"(S夏)鈴帆,心,愛梨"
s_cg_15sgyz0,双翼の独奏歌,,cg,,,unit,,2017-08-21,デレステイベント,false,(UNIT)ダークイルミネイト
s_cg_0ve4tgn,イリュージョニスタ！,,cg,,,unit,,2017-08-31,デレステイベント,false,(デレステ2周年)
s_cg_1fueoox,わたぐも,,cg,,cg_x001,solo,,2017-09-13,STARLIGHT MASTER 13,false,(ソロ)赤城みりあ
s_twin,Twin☆くるっ★テール,,cg,,,unit,,2017-09-20,デレステイベント,false,(UNIT)ファミリアツイン
s_bloomingdays,Blooming Days,,cg,,cg_nana;cg_kyoko;cg_chieri,unit,,2017-10-03,しんげきで放映,false,"(しんげき2期)菜々,響子,智絵里,歌鈴,美玲"
s_cg_0jeraou,秋風に手を振って,,cg,,cg_yumi;cg_riina,unit,,2017-10-18,SEASONS秋,false,"(S秋)夕美,李衣菜,有香"
s_halloweencode,Halloween♥Code,,cg,,cg_nana;cg_miku,unit,,2017-10-18,SEASONS秋,false,"(S秋)菜々,悠貴,みく"
s_cg_043urg5,さよならアンドロメダ,,cg,,cg_rin;cg_nono,unit,,2017-10-18,SEASONS秋,false,"(S秋)凛,乃々,亜季"
s_cg_1r9ktiw,空想探査計画,,cg,,cg_natsuki;ml_akane,unit,,2017-10-18,SEASONS秋,false,"(S秋)夏樹,あやめ,茜"
s_dingdongdang,秋めいて Ding Dong Dang!,,cg,,cg_anastasia;cg_kanade;cg_karen,unit,,2017-11-07,しんげきで放映,false,"(しんげき2期)アナスタシア,千枝,奏,加蓮,美波"
s_cg_084jauv,サイキック！ぱーりーないと☆,,cg,,cg_yuko,solo,,2017-11-08,STARLIGHT MASTER 14,false,(ソロ)堀裕子
s_virginlove,Virgin Love,,cg,,,unit,,2017-11-08,WWG4巻,false,(UNIT)ノーティギャルズ
s_trinityfield,Trinity Field,,cg,,,unit,,2017-11-19,デレステイベント,false,(UNIT)Triad Primus
s_snowlove,Snow＊Love,,cg,,cg_nina;cg_yui;cg_aiko;cg_yoshino,unit,,2017-12-05,しんげきで放映,false,"(しんげき2期)仁奈,雫,唯,藍子,芳乃"
s_cg_1bmuuum,恋が咲く季節,,cg,,cg_kaede;cg_mio;cg_mayu;cg_chieri,unit,,2017-12-13,総選挙CD,false,"(06選挙)楓,未央,肇,比奈,柚,まゆ,巴,裕美,智絵里"
s_always,always,,cg,,cg_kaede;cg_mio,unit,,2017-12-13,総選挙CD,false,"(06選挙)楓,未央,肇,比奈,柚"
s_cg_0ve66v3,ツインテールの風,,cg,,cg_miho;cg_mika;cg_kanade,unit,,2017-12-13,SEASONS冬,false,"(S冬)美穂,美嘉,奏"
s_whiteagain,White again,,cg,,cg_sae;cg_touka;cg_uzuki,unit,,2017-12-13,SEASONS冬,false,"(S冬)紗枝,桃華,卯月"
s_frost,Frost,,cg,,cg_nao;cg_ranko,unit,,2017-12-13,SEASONS冬,false,"(S冬)奈緒,蘭子,珠美"
s_cg_0appsgh,冬空プレシャス,,cg,,cg_sanae;cg_yuki,unit,,2017-12-13,SEASONS冬,false,"(S冬)早苗,笑美,友紀"
s_cg_1dee0dp,こいかぜ ー花葉ー,,cg,,cg_kaede,solo,,2017-12-31,デレステ実装,false,(ソロ)高垣楓
s_happynewyeah,Happy New Yeah!,,cg,,cg_uzuki;cg_rin;cg_mio;cg_kanako,unit,,2018-01-01,デレステイベント,false,"(-)卯月,凛,未央,心,かな子"
s_cg_1fea4wl,美に入り彩を穿つ,,cg,,,unit,,2018-01-12,デレステイベント,false,(UNIT)羽衣小町
s_cg_0kounfq,炎の華,,cg,,cg_x041,solo,,2018-03-08,WWG5巻,false,(ソロ)向井拓海
s_cg_0up5ete,フレデリカ、猫やめるよ,,cg,,cg_frederica,solo,,2018-03-14,STARLIGHT MASTER 15,false,(ソロ)宮本フレデリカ
s_vastworld,Vast world,,cg,,cg_chieri;cg_koume;cg_yuko;cg_anzu;cg_kirari,unit,,2018-04-02,デレステイベント,false,"(-)智絵里,小梅,裕子,杏,きらり"
s_cg_03nzzri,楽園,,cg,,cg_x022,solo,,2018-04-04,CINDERELLA MASTER 049,false,(ソロ)関裕美
s_lastkiss,Last Kiss,,cg,,cg_miyu,solo,,2018-04-04,CINDERELLA MASTER 050,false,(ソロ)三船美優
s_cg_04tgis2,おんなの道は星の道,,cg,,cg_x043,solo,,2018-04-04,CINDERELLA MASTER 051,false,(ソロ)村上巴
s_cg_198bg79,桜の風,,cg,,cg_anastasia;cg_kyoko;cg_yoshino,unit,,2018-04-11,SEASONS春,false,"(S春)アナスタシア,響子,芳乃"
s_harurunrun,HARURUNRUN,,cg,,,unit,,2018-04-11,SEASONS春,false,"(S春)裕美,ゆかり,愛海"
s_cg_1wh7wdf,未完成の歴史,,cg,,cg_asuka;cg_karen,unit,,2018-04-11,SEASONS春,false,"(S春)飛鳥,肇,加蓮"
s_springscreaming,Spring Screaming,,cg,,cg_mio;sm_kaoru,unit,,2018-04-11,SEASONS春,false,"(S春)柚,未央,薫"
s_dreamingofyou,Dreaming of you,,cg,,cg_mizuki,solo,,2018-04-18,STARLIGHT MASTER 16,false,(ソロ)川島瑞樹
s_voyage_2,Voyage,,cg,,cg_x030,solo,,2018-04-18,STARLIGHT MASTER 16,false,(ソロ)新田美波
s_cg_0ku0jdg,みなぎれ！ボボボンバー,,cg,,cg_x035,solo,,2018-05-23,STARLIGHT MASTER 17,false,(ソロ)日野茜
s_prousteffect,PROUST EFFECT,,cg,,cg_shiki2,solo,,2018-05-23,STARLIGHT MASTER 17,false,(ソロ)一ノ瀬志希
s_cg_0a5r8ah,ドレミファクトリー！,,cg,,cg_touka;cg_arisu;sm_kaoru,unit,,2018-05-30,U149 3巻,false,"(-)桃華,千枝,ありす,晴,薫"
s_cg_0fvk4cm,if,,cg,,cg_kanade,solo,,2018-06-20,STARLIGHT MASTER 18,false,(ソロ)速水奏
s_cg_0y37niz,踊りまくろ☆ダンシング・ナイト,,cg,,cg_sanae,solo,,2018-06-20,STARLIGHT MASTER 18,false,(ソロ)片桐早苗
s_cg_1peaysi,いとしーさー♥,,cg,,cg_riina;cg_nono,unit,,2018-07-03,しんげきで放映,false,"(しんげき3期)幸子,李衣菜,肇,ゆかり,乃々"
s_stagebyestage,Stage Bye Stage,,cg,,cg_uzuki;cg_rin;cg_mio,unit,,2018-07-04,VRZONE公開ゲネプロ,false,"(-)卯月,凛,未央"
s_cg_0jm6sdp,銀河図書館,,cg,,cg_fumika,solo,,2018-07-18,STARLIGHT MASTER 19,false,(ソロ)鷺沢文香
s_cg_0ftf27s,凸凹スピードスター,,cg,,,unit,,2018-07-31,デレステイベント,false,(UNIT)しゅがしゅが☆み〜ん
s_cg_0zzl97l,なつっこ音頭,,cg,,cg_rika;cg_arisu;sm_kaoru,unit,,2018-08-07,しんげきで放映,false,"(しんげき3期)みりあ,莉嘉,ありす,晴,薫"
s_cg_0hd0fuj,クレイジークレイジー,,cg,,,unit,,2018-08-19,デレステイベント,false,(UNIT)レイジー・レイジー
s_cg_1qay6er,アツアツ♪マカロニグラタン,,cg,,cg_kyoko,solo,,2018-08-22,STARLIGHT MASTER 20,false,(ソロ)五十嵐響子
s_privatesign,Private Sign,,cg,,cg_syuko,solo,,2018-08-22,STARLIGHT MASTER 20,false,(ソロ)塩見周子
s_cg_1devir8,ガールズ・イン・ザ・フロンティア,,cg,,,unit,,2018-08-31,デレステイベント,false,(デレステ3周年)
s_cg_14xue0t,さよならアロハ,,cg,,cg_natsuki;cg_airi;cg_frederica,unit,,2018-09-04,しんげきで放映,false,"(しんげき3期)夏樹,愛梨,有香,里奈,フレデリカ"
s_trustme,Trust me,,cg,,cg_nana;cg_mio;cg_karen;cg_fumika;cg_shiki2;cg_mayu,unit,,2018-09-09,SS3A2日目,false,"(07選挙)菜々,未央,加蓮,茄子,文香,志希,まゆ,光,日菜子"
s_dearmydreamers,Dear My Dreamers,,cg,,cg_yuki,solo,,2018-09-19,STARLIGHT MASTER 21,false,(ソロ)姫川友紀
s_prettyliar,Pretty Liar,,cg,,,unit,,2018-09-19,デレステイベント,false,(UNIT)ミステリアスアイズ
s_dreamingstar,Dreaming Star,,cg,,cg_yumi,solo,,2018-09-25,しんげきで放映,false,(ソロ)相葉夕美
s_cg_1pmbxat,ハピガ！,,cg,,cg_x013,solo,,2018-10-17,STARLIGHT MASTER 22,false,(ソロ)輿水幸子
s_cg_1sdcu3x,アンデッド・ダンスロック,,cg,,,unit,,2018-10-19,デレステイベント,false,(UNIT)エルドリッチ・ロアテラー
s_cg_0gyt92b,君への詩,,cg,,cg_nana;cg_mio;cg_karen;cg_fumika,unit,,2018-10-31,総選挙CD,false,"(07選挙)菜々,未央,加蓮,茄子,文香"
s_starrygoround,Starry-Go-Round,,cg,,cg_miku;cg_yui;cg_anastasia;cg_yuki;cg_asuka,unit,,2018-10-31,デレステイベント,false,"(-)みく,唯,アナスタシア,友紀,飛鳥"
s_sunshineseemay,Sunshine See May,,cg,,,unit,,2018-11-19,デレステイベント,false,(UNIT)山紫水明
s_cg_18faw2n,花のことば,,cg,,cg_yumi,solo,,2018-11-21,STARLIGHT MASTER 23,false,(ソロ)相葉夕美
